ident,type,name,latitude2,longitude2,iso_country,region_name,local_region,municipality,local_code
KLAX,large_airport,Los Angeles International Airport,33.942501,-118.407997,US,California,CA,Los Angeles,LAX
KORD,large_airport,Chicago O'Hare International Airport,41.9786,-87.9048,US,Illinois,IL,Chicago,ORD
KJFK,large_airport,John F Kennedy International Airport,40.639801,-73.7789,US,New York,NY,New York,JFK
KATL,large_airport,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,US,Georgia,GA,Atlanta,ATL
KSFO,large_airport,San Francisco International Airport,37.61899948,-122.375,US,California,CA,San Francisco,SFO
KDFW,large_airport,Dallas Fort Worth International Airport,32.896801,-97.038002,US,Texas,TX,Dallas-Fort Worth,DFW
KEWR,large_airport,Newark Liberty International Airport,40.692501,-74.168701,US,New Jersey,NJ,New York,EWR
KLAS,large_airport,McCarran International Airport,36.08010101,-115.1520004,US,Nevada,NV,Las Vegas,LAS
KMCO,large_airport,Orlando International Airport,28.42939949,-81.30899811,US,Florida,FL,Orlando,MCO
KDEN,large_airport,Denver International Airport,39.86169815,-104.6729965,US,Colorado,CO,Denver,DEN
KLGA,large_airport,La Guardia Airport,40.777199,-73.872597,US,New York,NY,New York,LGA
KMIA,large_airport,Miami International Airport,25.79319954,-80.29060364,US,Florida,FL,Miami,MIA
KIAD,large_airport,Washington Dulles International Airport,38.9445,-77.455803,US,Virginia,VA,"Washington, DC",IAD
KPHX,large_airport,Phoenix Sky Harbor International Airport,33.435302,-112.005905,US,Arizona,AZ,Phoenix,PHX
KBOS,large_airport,Logan International Airport,42.3643,-71.005203,US,Massachusetts,MA,Boston,BOS
KSEA,large_airport,Seattle Tacoma International Airport,47.449001,-122.308998,US,Washington,WA,Seattle,SEA
KPHL,large_airport,Philadelphia International Airport,39.87189865,-75.2410965,US,Pennsylvania,PA,Philadelphia,PHL
KIAH,large_airport,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015,US,Texas,TX,Houston,IAH
KCLT,large_airport,Charlotte Douglas International Airport,35.2140007,-80.94309998,US,North Carolina,NC,Charlotte,CLT
KDTW,large_airport,Detroit Metropolitan Wayne County Airport,42.21239853,-83.35340118,US,Michigan,MI,Detroit,DTW
KDCA,large_airport,Ronald Reagan Washington National Airport,38.8521,-77.037697,US,District of Columbia,DC,Washington,DCA
KMSP,large_airport,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,US,Minnesota,MN,Minneapolis,MSP
KSLC,large_airport,Salt Lake City International Airport,40.785749,-111.979746,US,Utah,UT,Salt Lake City,SLC
KMDW,large_airport,Chicago Midway International Airport,41.785999,-87.752403,US,Illinois,IL,Chicago,MDW
KFLL,large_airport,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,US,Florida,FL,Fort Lauderdale,FLL
KSAN,large_airport,San Diego International Airport,32.73360062,-117.1900024,US,California,CA,San Diego,SAN
KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,US,Maryland,MD,Baltimore,BWI
KSTL,large_airport,St Louis Lambert International Airport,38.748697,-90.370003,US,Missouri,MO,St Louis,STL
PHNL,large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,US,Hawaii,HI,Honolulu,HNL
KPDX,large_airport,Portland International Airport,45.58869934,-122.5979996,US,Oregon,OR,Portland,PDX
KMSY,large_airport,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,US,Louisiana,LA,New Orleans,MSY
KCVG,large_airport,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,US,Kentucky,KY,Cincinnati / Covington,CVG
KTPA,large_airport,Tampa International Airport,27.97550011,-82.53320313,US,Florida,FL,Tampa,TPA
KBNA,large_airport,Nashville International Airport,36.12450027,-86.67819977,US,Tennessee,TN,Nashville,BNA
KPIT,large_airport,Pittsburgh International Airport,40.49150085,-80.23290253,US,Pennsylvania,PA,Pittsburgh,PIT
KAUS,large_airport,Austin Bergstrom International Airport,30.197535,-97.662015,US,Texas,TX,Austin,AUS
KSJC,large_airport,Norman Y. Mineta San Jose International Airport,37.362598,-121.929001,US,California,CA,San Jose,SJC
KRDU,large_airport,Raleigh Durham International Airport,35.87760162,-78.78749847,US,North Carolina,NC,Raleigh/Durham,RDU
KOAK,large_airport,Metropolitan Oakland International Airport,37.721298,-122.221001,US,California,CA,Oakland,OAK
KSAT,large_airport,San Antonio International Airport,29.533701,-98.469803,US,Texas,TX,San Antonio,SAT
KMEM,large_airport,Memphis International Airport,35.04240036,-89.97669983,US,Tennessee,TN,Memphis,MEM
KMCI,large_airport,Kansas City International Airport,39.2976,-94.713898,US,Missouri,MO,Kansas City,MCI
KSNA,medium_airport,John Wayne Airport-Orange County Airport,33.675701,-117.867996,US,California,CA,Santa Ana,SNA
KHOU,medium_airport,William P Hobby Airport,29.645399,-95.2789,US,Texas,TX,Houston,HOU
KCLE,large_airport,Cleveland Hopkins International Airport,41.4117012,-81.84980011,US,Ohio,OH,Cleveland,CLE
KDAL,medium_airport,Dallas Love Field,32.847099,-96.851799,US,Texas,TX,Dallas,DAL
KIND,large_airport,Indianapolis International Airport,39.7173,-86.294403,US,Indiana,IN,Indianapolis,IND
KABQ,medium_airport,Albuquerque International Sunport,35.040199,-106.609001,US,New Mexico,NM,Albuquerque,ABQ
KMKE,large_airport,General Mitchell International Airport,42.94720078,-87.89659882,US,Wisconsin,WI,Milwaukee,MKE
KCMH,large_airport,John Glenn Columbus International Airport,39.998001,-82.891899,US,Ohio,OH,Columbus,CMH
KTUS,medium_airport,Tucson International Airport / Morris Air National Guard Base,32.115004,-110.938053,US,Arizona,AZ,Tucson,TUS
KBDL,medium_airport,Bradley International Airport,41.93851,-72.688066,US,Connecticut,CT,Hartford,BDL
KJAX,large_airport,Jacksonville International Airport,30.49410057,-81.68789673,US,Florida,FL,Jacksonville,JAX
KBUF,large_airport,Buffalo Niagara International Airport,42.94049835,-78.73220062,US,New York,NY,Buffalo,BUF
PANC,large_airport,Ted Stevens Anchorage International Airport,61.1744,-149.996002,US,Alaska,AK,Anchorage,ANC
KOKC,medium_airport,Will Rogers World Airport,35.393101,-97.6007,US,Oklahoma,OK,Oklahoma City,OKC
KELP,medium_airport,El Paso International Airport,31.80719948,-106.3779984,US,Texas,TX,El Paso,ELP
PHOG,medium_airport,Kahului Airport,20.898543,-156.431212,US,Hawaii,HI,Kahului,OGG
KSMF,large_airport,Sacramento International Airport,38.69540024,-121.5910034,US,California,CA,Sacramento,SMF
KPBI,large_airport,Palm Beach International Airport,26.68320084,-80.09559631,US,Florida,FL,West Palm Beach,PBI
KBUR,medium_airport,Bob Hope Airport,34.197703,-118.356378,US,California,CA,Burbank,BUR
KOMA,medium_airport,Eppley Airfield,41.3032,-95.894096,US,Nebraska,NE,Omaha,OMA
KPVD,large_airport,Theodore Francis Green State Airport,41.725038,-71.425668,US,Rhode Island,RI,Providence,PVD
KORF,medium_airport,Norfolk International Airport,36.8946,-76.201202,US,Virginia,VA,Norfolk,ORF
KRNO,large_airport,Reno Tahoe International Airport,39.49909973,-119.7679977,US,Nevada,NV,Reno,RNO
KCHS,medium_airport,Charleston International Airport,32.898602,-80.040497,US,South Carolina,SC,Charleston,CHS
KLGB,medium_airport,Long Beach Airport (Daugherty Field),33.817699,-118.152,US,California,CA,Long Beach,LGB
KSDF,large_airport,Louisville Muhammad Ali International Airport,38.1744,-85.736,US,Kentucky,KY,Louisville,SDF
KSAV,large_airport,Savannah Hilton Head International Airport,32.12760162,-81.20210266,US,Georgia,GA,Savannah,SAV
KBHM,medium_airport,Birmingham-Shuttlesworth International Airport,33.562901,-86.753502,US,Alabama,AL,Birmingham,BHM
KRIC,large_airport,Richmond International Airport,37.50519943,-77.31970215,US,Virginia,VA,Richmond,RIC
KBOI,medium_airport,Boise Air Terminal/Gowen Field,43.5644,-116.223,US,Idaho,ID,Boise,BOI
KONT,large_airport,Ontario International Airport,34.05599976,-117.6009979,US,California,CA,Ontario,ONT
KALB,medium_airport,Albany International Airport,42.74829865,-73.80169678,US,New York,NY,Albany,ALB
KRSW,large_airport,Southwest Florida International Airport,26.53619957,-81.75520325,US,Florida,FL,Fort Myers,RSW
KHPN,medium_airport,Westchester County Airport,41.06700134,-73.70760345,US,New York,NY,White Plains,HPN
KSYR,large_airport,Syracuse Hancock International Airport,43.11119843,-76.10630035,US,New York,NY,Syracuse,SYR
PHKO,medium_airport,Ellison Onizuka Kona International Airport at Keahole,19.738783,-156.045603,US,Hawaii,HI,Kailua-Kona,KOA
KOSH,medium_airport,Wittman Regional Airport,43.9844017,-88.55699921,US,Wisconsin,WI,Oshkosh,OSH
KGEG,medium_airport,Spokane International Airport,47.6199,-117.533997,US,Washington,WA,Spokane,GEG
KTUL,large_airport,Tulsa International Airport,36.19839859,-95.88809967,US,Oklahoma,OK,Tulsa,TUL
KDAY,medium_airport,James M Cox Dayton International Airport,39.902401,-84.219398,US,Ohio,OH,Dayton,DAY
KGRR,medium_airport,Gerald R. Ford International Airport,42.88079834,-85.52279663,US,Michigan,MI,Grand Rapids,GRR
KDSM,medium_airport,Des Moines International Airport,41.534,-93.663101,US,Iowa,IA,Des Moines,DSM
KLIT,medium_airport,Bill & Hillary Clinton National Airport/Adams Field,34.729582,-92.223728,US,Arkansas,AR,Little Rock,LIT
KICT,medium_airport,Wichita Eisenhower National Airport,37.649899,-97.433098,US,Kansas,KS,Wichita,ICT
KMSN,medium_airport,Dane County Regional Truax Field,43.1399,-89.337502,US,Wisconsin,WI,Madison,MSN
KCOS,medium_airport,City of Colorado Springs Municipal Airport,38.805801,-104.700996,US,Colorado,CO,Colorado Springs,COS
KPWM,large_airport,Portland International Jetport,43.646198,-70.309303,US,Maine,ME,Portland,PWM
KROC,medium_airport,Greater Rochester International Airport,43.1189,-77.672401,US,New York,NY,Rochester,ROC
KMHT,medium_airport,Manchester-Boston Regional Airport,42.932598,-71.435699,US,New Hampshire,NH,Manchester,MHT
KPSP,medium_airport,Palm Springs International Airport,33.8297,-116.507004,US,California,CA,Palm Springs,PSP
KTYS,medium_airport,McGhee Tyson Airport,35.811001,-83.994003,US,Tennessee,TN,Knoxville,TYS
KSBA,medium_airport,Santa Barbara Municipal Airport,34.42620087,-119.8399963,US,California,CA,Santa Barbara,SBA
KPNS,medium_airport,Pensacola International Airport,30.4734,-87.1866,US,Florida,FL,Pensacola,PNS
KBTV,medium_airport,Burlington International Airport,44.471901,-73.153297,US,Vermont,VT,South Burlington,BTV
KEYW,medium_airport,Key West International Airport,24.556101,-81.759598,US,Florida,FL,Key West,EYW
KTLH,medium_airport,Tallahassee Regional Airport,30.3965,-84.350304,US,Florida,FL,Tallahassee,TLH
KBFI,medium_airport,Boeing Field King County International Airport,47.529999,-122.302002,US,Washington,WA,Seattle,BFI
KGSO,medium_airport,Piedmont Triad International Airport,36.097801,-79.937302,US,North Carolina,NC,Greensboro,GSO
KGSP,medium_airport,Greenville Spartanburg International Airport,34.895699,-82.218903,US,South Carolina,SC,Greer,GSP
KLEX,medium_airport,Blue Grass Airport,38.036499,-84.605904,US,Kentucky,KY,Lexington,LEX
KMRY,medium_airport,Monterey Peninsula Airport,36.5870018,-121.8430023,US,California,CA,Monterey,MRY
KTEB,medium_airport,Teterboro Airport,40.85010147,-74.06079865,US,New Jersey,NJ,Teterboro,TEB
KVGT,medium_airport,North Las Vegas Metropolitan International Airport,36.210701,-115.194,US,Nevada,NV,Las Vegas,VGT
KDAB,medium_airport,Daytona Beach International Airport,29.179899,-81.058098,US,Florida,FL,Daytona Beach,DAB
KLBB,medium_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,US,Texas,TX,Lubbock,LBB
KRAP,medium_airport,Rapid City Regional Airport,44.04529953,-103.0569992,US,South Dakota,SD,Rapid City,RAP
KCAK,medium_airport,Akron Canton Regional Airport,40.91609955,-81.44219971,US,Ohio,OH,Akron,CAK
PHLI,medium_airport,Lihue Airport,21.976,-159.339005,US,Hawaii,HI,Lihue,LIH
KSRQ,medium_airport,Sarasota Bradenton International Airport,27.395399,-82.554398,US,Florida,FL,Sarasota/Bradenton,SRQ
KCHA,medium_airport,Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,US,Tennessee,TN,Chattanooga,CHA
KPIE,medium_airport,St Petersburg Clearwater International Airport,27.91020012,-82.68740082,US,Florida,FL,St Petersburg-Clearwater,PIE
KBGR,medium_airport,Bangor International Airport,44.8074,-68.828102,US,Maine,ME,Bangor,BGR
KFAT,medium_airport,Fresno Yosemite International Airport,36.776199,-119.718002,US,California,CA,Fresno,FAT
KMDT,medium_airport,Harrisburg International Airport,40.19350052,-76.76339722,US,Pennsylvania,PA,Harrisburg,MDT
KAVL,medium_airport,Asheville Regional Airport,35.436199,-82.541801,US,North Carolina,NC,Asheville,AVL
KCAE,medium_airport,Columbia Metropolitan Airport,33.938801,-81.119499,US,South Carolina,SC,Columbia,CAE
KPDK,medium_airport,DeKalb Peachtree Airport,33.87559891,-84.30200195,US,Georgia,GA,Atlanta,PDK
KCHO,medium_airport,Charlottesville Albemarle Airport,38.1385994,-78.45290375,US,Virginia,VA,Charlottesville,CHO
KSAF,medium_airport,Santa Fe Municipal Airport,35.61709976,-106.0889969,US,New Mexico,NM,Santa Fe,SAF
KSMO,medium_airport,Santa Monica Municipal Airport,34.0158,-118.450996,US,California,CA,Santa Monica,SMO
KNEW,medium_airport,Lakefront Airport,30.04240036,-90.02829742,US,Louisiana,LA,New Orleans,NEW
KVNY,medium_airport,Van Nuys Airport,34.20980072,-118.4899979,US,California,CA,Van Nuys,VNY
KJAC,medium_airport,Jackson Hole Airport,43.6072998,-110.737999,US,Wyoming,WY,Jackson,JAC
KSFB,large_airport,Orlando Sanford International Airport,28.77759933,-81.23750305,US,Florida,FL,Orlando,SFB
KAMA,medium_airport,Rick Husband Amarillo International Airport,35.219398,-101.706001,US,Texas,TX,Amarillo,AMA
KGRB,medium_airport,Austin Straubel International Airport,44.483459,-88.130805,US,Wisconsin,WI,Green Bay,GRB
KAPA,medium_airport,Centennial Airport,39.57009888,-104.848999,US,Colorado,CO,Denver,APA
KHSV,medium_airport,Huntsville International Carl T Jones Field,34.637199,-86.775101,US,Alabama,AL,Huntsville,HSV
KFXE,medium_airport,Fort Lauderdale Executive Airport,26.19729996,-80.17070007,US,Florida,FL,Fort Lauderdale,FXE
KISM,medium_airport,Kissimmee Gateway Airport,28.28980064,-81.43710327,US,Florida,FL,Orlando,ISM
KMYR,medium_airport,Myrtle Beach International Airport,33.67969894,-78.92829895,US,South Carolina,SC,Myrtle Beach,MYR
KSGF,medium_airport,Springfield Branson National Airport,37.245701,-93.388603,US,Missouri,MO,Springfield,SGF
PHTO,medium_airport,Hilo International Airport,19.721399,-155.048004,US,Hawaii,HI,Hilo,ITO
KBLI,medium_airport,Bellingham International Airport,48.7928009,-122.538002,US,Washington,WA,Bellingham,BLI
KGNV,medium_airport,Gainesville Regional Airport,29.69009972,-82.27179718,US,Florida,FL,Gainesville,GNV
KSBP,medium_airport,San Luis County Regional Airport,35.23680115,-120.6419983,US,California,CA,San Luis Obispo,SBP
KSBN,medium_airport,South Bend Regional Airport,41.708698,-86.317299,US,Indiana,IN,South Bend,SBN
KBIL,medium_airport,Billings Logan International Airport,45.807701,-108.542999,US,Montana,MT,Billings,BIL
KCID,medium_airport,The Eastern Iowa Airport,41.884701,-91.7108,US,Iowa,IA,Cedar Rapids,CID
KISP,medium_airport,Long Island Mac Arthur Airport,40.79520035,-73.10019684,US,New York,NY,Islip,ISP
KCMA,large_airport,Camarillo International Airport,34.213699,-119.094002,US,California,CA,Camarillo,CMA
KSWF,medium_airport,New York Stewart International Airport,41.504101,-74.104797,US,New York,NY,Newburgh,SWF
KEUG,medium_airport,Mahlon Sweet Field,44.12459946,-123.211998,US,Oregon,OR,Eugene,EUG
KFWA,medium_airport,Fort Wayne International Airport,40.9785,-85.195099,US,Indiana,IN,Fort Wayne,FWA
KSTS,medium_airport,Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,US,California,CA,Santa Rosa,STS
KLAL,medium_airport,Lakeland Linder International Airport,27.988899,-82.018602,US,Florida,FL,Lakeland,LAL
KDLH,medium_airport,Duluth International Airport,46.842098,-92.193604,US,Minnesota,MN,Duluth,DLH
KFAR,medium_airport,Hector International Airport,46.92070007,-96.81580353,US,North Dakota,ND,Fargo,FAR
PAFA,large_airport,Fairbanks International Airport,64.81510162,-147.8560028,US,Alaska,AK,Fairbanks,FAI
KMOB,medium_airport,Mobile Regional Airport,30.6912,-88.242798,US,Alabama,AL,Mobile,MOB
KPRC,medium_airport,Prescott International Airport - Ernest A. Love Field,34.654499,-112.419998,US,Arizona,AZ,Prescott,PRC
KSAC,medium_airport,Sacramento Executive Airport,38.51250076,-121.4929962,US,California,CA,Sacramento,SAC
KCRQ,medium_airport,McClellan-Palomar Airport,33.1283,-117.279999,US,California,CA,Carlsbad,CRQ
KOPF,medium_airport,Miami-Opa Locka Executive Airport,25.907,-80.278397,US,Florida,FL,Miami,OPF
KAPF,medium_airport,Naples Municipal Airport,26.15259933,-81.77529907,US,Florida,FL,Naples,APF
KLNK,medium_airport,Lincoln Airport,40.85100174,-96.75920105,US,Nebraska,NE,Lincoln,LNK
KMAF,medium_airport,Midland International Airport,31.94249916,-102.2020035,US,Texas,TX,Midland,MAF
KAVP,medium_airport,Wilkes Barre Scranton International Airport,41.33850098,-75.7233963,US,Pennsylvania,PA,Wilkes-Barre/Scranton,AVP
KASE,medium_airport,Aspen-Pitkin Co/Sardy Field,39.22320175,-106.8690033,US,Colorado,CO,Aspen,ASE
KSGJ,medium_airport,Northeast Florida Regional Airport,29.9592,-81.339798,US,Florida,FL,St Augustine,SGJ
KABE,medium_airport,Lehigh Valley International Airport,40.651773,-75.442797,US,Pennsylvania,PA,Allentown,ABE
KBED,medium_airport,Laurence G Hanscom Field,42.47000122,-71.28900146,US,Massachusetts,MA,Bedford,BED
KBTR,medium_airport,Baton Rouge Metropolitan Airport,30.533199,-91.149597,US,Louisiana,LA,Baton Rouge,BTR
KCRP,medium_airport,Corpus Christi International Airport,27.770399,-97.501198,US,Texas,TX,Corpus Christi,CRP
KJAN,medium_airport,Jackson-Medgar Wiley Evers International Airport,32.311199,-90.075897,US,Mississippi,MS,Jackson,JAN
KMLB,medium_airport,Melbourne Orlando International Airport,28.1028,-80.645302,US,Florida,FL,Melbourne,MLB
KROA,medium_airport,Roanoke–Blacksburg Regional Airport,37.3255,-79.975403,US,Virginia,VA,Roanoke,ROA
KFSD,medium_airport,Sioux Falls Regional Airport / Joe Foss Field,43.585463,-96.741152,US,South Dakota,SD,Sioux Falls,FSD
KILM,medium_airport,Wilmington International Airport,34.27059937,-77.90260315,US,North Carolina,NC,Wilmington,ILM
KXNA,medium_airport,Northwest Arkansas Regional Airport,36.281898,-94.306801,US,Arkansas,AR,Fayetteville/Springdale/Rogers,XNA
KRST,medium_airport,Rochester International Airport,43.908298,-92.5,US,Minnesota,MN,Rochester,RST
KMKC,medium_airport,Charles B. Wheeler Downtown Airport,39.12319946,-94.59279633,US,Missouri,MO,Kansas City,MKC
KCRW,medium_airport,Yeager Airport,38.3731,-81.593201,US,West Virginia,WV,Charleston,CRW
KFLG,medium_airport,Flagstaff Pulliam International Airport,35.1385,-111.670998,US,Arizona,AZ,Flagstaff,FLG
KPAE,medium_airport,Snohomish County (Paine Field) Airport,47.9063,-122.281998,US,Washington,WA,Everett,PAE
KLUK,medium_airport,Cincinnati Municipal Airport Lunken Field,39.10329819,-84.41860199,US,Ohio,OH,Cincinnati,LUK
KPRB,medium_airport,Paso Robles Municipal Airport,35.67290115,-120.6269989,US,California,CA,Paso Robles,PRB
KLAN,medium_airport,Capital City Airport,42.77870178,-84.58740234,US,Michigan,MI,Lansing,LAN
KFTW,medium_airport,Fort Worth Meacham International Airport,32.819801,-97.362396,US,Texas,TX,Fort Worth,FTW
KNYL,medium_airport,Yuma International Airport / Marine Corps Air Station Yuma,32.656601,-114.606003,US,Arizona,AZ,Yuma,NYL
KMSO,medium_airport,Missoula International Airport,46.91630173,-114.0910034,US,Montana,MT,Missoula,MSO
KPHF,medium_airport,Newport News Williamsburg International Airport,37.131901,-76.492996,US,Virginia,VA,Newport News,PHF
KSGU,medium_airport,St George Regional Airport,37.036389,-113.510306,US,Utah,UT,St George,SGU
KTVL,medium_airport,Lake Tahoe Airport,38.89390182,-119.9950027,US,California,CA,South Lake Tahoe,TVL
KVRB,medium_airport,Vero Beach Regional Airport,27.6556,-80.417901,US,Florida,FL,Vero Beach,VRB
KBZN,medium_airport,Gallatin Field,45.77750015,-111.1529999,US,Montana,MT,Bozeman,BZN
KGCN,medium_airport,Grand Canyon National Park Airport,35.9524,-112.147003,US,Arizona,AZ,Grand Canyon - Tusayan,GCN
KGJT,medium_airport,Grand Junction Regional Airport,39.126663,-108.529387,US,Colorado,CO,Grand Junction,GJT
KGPT,medium_airport,Gulfport Biloxi International Airport,30.407301,-89.070099,US,Mississippi,MS,Gulfport,GPT
KAZO,medium_airport,Kalamazoo Battle Creek International Airport,42.23490143,-85.55210114,US,Michigan,MI,Kalamazoo,AZO
KIWA,medium_airport,Phoenix–Mesa Gateway Airport,33.3078,-111.654999,US,Arizona,AZ,Mesa,IWA
KPUB,medium_airport,Pueblo Memorial Airport,38.289101,-104.497002,US,Colorado,CO,Pueblo,PUB
KACK,medium_airport,Nantucket Memorial Airport,41.25310135,-70.06020355,US,Massachusetts,MA,Nantucket,ACK
KTOL,medium_airport,Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078,US,Ohio,OH,Toledo,TOL
KCLL,medium_airport,Easterwood Field,30.58860016,-96.36380005,US,Texas,TX,College Station,CLL
KGTF,medium_airport,Great Falls International Airport,47.48199844,-111.3710022,US,Montana,MT,Great Falls,GTF
KCMI,medium_airport,University of Illinois Willard Airport,40.039819,-88.276249,US,Illinois,IL,Savoy,CMI
KSHV,medium_airport,Shreveport Regional Airport,32.446602,-93.8256,US,Louisiana,LA,Shreveport,SHV
KGON,medium_airport,Groton New London Airport,41.33010101,-72.04509735,US,Connecticut,CT,Groton (New London),GON
KBKL,medium_airport,Burke Lakefront Airport,41.51750183,-81.6832962,US,Ohio,OH,Cleveland,BKL
KFRG,medium_airport,Republic Airport,40.72880173,-73.41339874,US,New York,NY,Farmingdale,FRG
KPGA,medium_airport,Page Municipal Airport,36.92610168,-111.447998,US,Arizona,AZ,Page,PGA
KFNT,medium_airport,Bishop International Airport,42.9654007,-83.74359894,US,Michigan,MI,Flint,FNT
KMFE,medium_airport,McAllen Miller International Airport,26.176141,-98.237965,US,Texas,TX,McAllen,MFE
KPSM,medium_airport,Portsmouth International at Pease Airport,43.07789993,-70.82330322,US,New Hampshire,NH,Portsmouth,PSM
KBFL,medium_airport,Meadows Field,35.433601,-119.056999,US,California,CA,Bakersfield,BFL
KAGS,medium_airport,Augusta Regional At Bush Field,33.3699,-81.9645,US,Georgia,GA,Augusta,AGS
KBIS,medium_airport,Bismarck Municipal Airport,46.77270126,-100.7460022,US,North Dakota,ND,Bismarck,BIS
KEGE,medium_airport,Eagle County Regional Airport,39.64260101,-106.9179993,US,Colorado,CO,Eagle,EGE
KEVV,medium_airport,Evansville Regional Airport,38.03699875,-87.53240204,US,Indiana,IN,Evansville,EVV
KMFR,medium_airport,Rogue Valley International Medford Airport,42.37419891,-122.8730011,US,Oregon,OR,Medford,MFR
KMGM,medium_airport,Montgomery Regional (Dannelly Field) Airport,32.300598,-86.393997,US,Alabama,AL,Montgomery,MGM
KTTN,medium_airport,Trenton Mercer Airport,40.27669907,-74.81349945,US,New Jersey,NJ,Trenton,TTN
KACT,medium_airport,Waco Regional Airport,31.61129951,-97.23049927,US,Texas,TX,Waco,ACT
KSMX,medium_airport,Santa Maria Public Airport Captain G Allan Hancock Field,34.898899,-120.457001,US,California,CA,Santa Maria,SMX
KFPR,medium_airport,St Lucie County International Airport,27.49510002,-80.36830139,US,Florida,FL,Fort Pierce,FPR
KHIO,medium_airport,Portland Hillsboro Airport,45.540401,-122.949997,US,Oregon,OR,Portland,HIO
KTRK,medium_airport,Truckee Tahoe Airport,39.31999969,-120.1399994,US,California,CA,Truckee,TRK
KACY,medium_airport,Atlantic City International Airport,39.45759964,-74.57720184,US,New Jersey,NJ,Atlantic City,ACY
KBMI,medium_airport,Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901,US,Illinois,IL,Bloomington/Normal,BMI
KBDR,medium_airport,Igor I Sikorsky Memorial Airport,41.16350174,-73.12619781,US,Connecticut,CT,Bridgeport,BDR
KTRI,medium_airport,Tri-Cities Regional TN/VA Airport,36.475201,-82.407401,US,Tennessee,TN,Bristol/Johnson/Kingsport,TRI
KCPR,medium_airport,Casper-Natrona County International Airport,42.908001,-106.463997,US,Wyoming,WY,Casper,CPR
KELM,medium_airport,Elmira Corning Regional Airport,42.15990067,-76.89160156,US,New York,NY,Elmira/Corning,ELM
KTVC,medium_airport,Cherry Capital Airport,44.74140167,-85.5821991,US,Michigan,MI,Traverse City,TVC
KGLS,medium_airport,Scholes International At Galveston Airport,29.26530075,-94.86039734,US,Texas,TX,Galveston,GLS
KIFP,medium_airport,Laughlin Bullhead International Airport,35.157398,-114.559998,US,Arizona,AZ,Bullhead City,IFP
KBJC,medium_airport,Rocky Mountain Metropolitan Airport,39.90879822,-105.1169968,US,Colorado,CO,Denver,BJC
KHFD,medium_airport,Hartford Brainard Airport,41.73669815,-72.6493988,US,Connecticut,CT,Hartford,HFD
KCRG,medium_airport,Jacksonville Executive at Craig Airport,30.3362999,-81.51439667,US,Florida,FL,Jacksonville,CRG
KMLI,medium_airport,Quad City International Airport,41.448502,-90.5075,US,Illinois,IL,Moline,MLI
KRDD,medium_airport,Redding Municipal Airport,40.50899887,-122.2929993,US,California,CA,Redding,RDD
KVPS,medium_airport,Destin-Fort Walton Beach Airport,30.4832,-86.525398,US,Florida,FL,Valparaiso,VPS
KHII,medium_airport,Lake Havasu City International Airport,34.571098,-114.358002,US,Arizona,AZ,Lake Havasu City,HII
KOGD,medium_airport,Ogden Hinckley Airport,41.19589996,-112.012001,US,Utah,UT,Ogden,OGD
KOXR,medium_airport,Oxnard Airport,34.20080185,-119.2070007,US,California,CA,Oxnard,OXR
KCYS,medium_airport,Cheyenne Regional Jerry Olson Field,41.15570068,-104.8119965,US,Wyoming,WY,Cheyenne,CYS
KHYA,medium_airport,Barnstable Municipal Boardman Polando Field,41.66930008,-70.28040314,US,Massachusetts,MA,Hyannis,HYA
KIDA,medium_airport,Idaho Falls Regional Airport,43.514599,-112.070999,US,Idaho,ID,Idaho Falls,IDA
KPIA,medium_airport,General Wayne A. Downing Peoria International Airport,40.6642,-89.693298,US,Illinois,IL,Peoria,PIA
KSJT,medium_airport,San Angelo Regional Mathis Field,31.35770035,-100.4960022,US,Texas,TX,San Angelo,SJT
KITH,medium_airport,Ithaca Tompkins Regional Airport,42.49100113,-76.45839691,US,New York,NY,Ithaca,ITH
KMTH,medium_airport,The Florida Keys Marathon Airport,24.726101,-81.051399,US,Florida,FL,Marathon,MTH
KTMB,medium_airport,Miami Executive Airport,25.6479,-80.4328,US,Florida,FL,Miami,TMB
KFSM,medium_airport,Fort Smith Regional Airport,35.336601,-94.367401,US,Arkansas,AR,Fort Smith,FSM
PAJN,medium_airport,Juneau International Airport,58.35499954,-134.576004,US,Alaska,AK,Juneau,JNU
KMOD,medium_airport,Modesto City Co-Harry Sham Field,37.625801,-120.954002,US,California,CA,Modesto,MOD
KIAG,medium_airport,Niagara Falls International Airport,43.1073,-78.946198,US,New York,NY,Niagara Falls,IAG
KPGD,medium_airport,Charlotte County Airport,26.9202,-81.990501,US,Florida,FL,Punta Gorda,PGD
